actor/actor_loss,actor/bc_flow_loss,actor/t_begin_mean,actor/t_end_mean,critic/critic_loss,critic/q_mean,critic/q_max,critic/q_min,total_loss,step
0.22656895220279694,0.22656895220279694,0.360041081905365,0.5353742837905884,0.0,0.0,0.0,0.0,0.22656895220279694,5000
0.2200142741203308,0.2200142741203308,0.35366249084472656,0.5428271293640137,0.0,0.0,0.0,0.0,0.2200142741203308,10000
